id,name,translation,parent_id
32898,Diphtheria,Difteria,34153
32899,Diplomacy,Diplomacia,
32900,Diplomas,Diplomas,35144
32901,Direct investment,Inversiones directas,34114
32902,Directive planning,Planificación directiva,35413
32903,Directories,Directorios,35801
32904,Dis,Sistema de información sobre el desarrollo,34177
32905,Disability,Incapacidad,
32906,Disability benefits,Subsidios de invalidez,36255
32907,Disabled care,Cuidado de inválidos,36256
32908,Disabled children,Niños impedidos,36417
32909,Disabled persons,Impedidos,
32910,Disabled students,Alumnos impedidos,32909
32911,Disabled workers,Trabajadores impedidos,32909
32912,Disadvantaged groups,Desamparados,
32913,Disarmament,Desarme,
32914,Disaster prevention,Prevención de desastres,33259
32916,Disasters,Desastres,
32917,Disc recordings,Grabaciones en disco,36910
32919,Discipline,Disciplina,
32920,Discount,Descuento,
32921,Discrimination,Discriminación,
32922,Disease control,Lucha contra las enfermedades,
32924,Disease resistance,Resistencia a la enfermedad,
32925,Disease transmission,Transmisión de enfermedades,
32926,Disease vectors,Vectores de enfermedades,
32927,Diseases,Enfermedades,
32928,Disguised unemployment,Desempleo encubierto,
32929,Dismissal,Despido,
32930,Dispersed habitat,Hábitat disperso,
32931,Displaced persons,Personas desplazadas,
32933,Dispute settlement,Arreglo de controversias,
32934,Dissemination of culture,Difusión de la cultura,
32935,Distance,Distancia,
32936,Distance study,Enseñanza a distancia,35311
32937,Distilling,Destilación,34123
32938,Distribution,Distribución,
32939,Distribution costs,Costos de distribución,35615
32940,Distribution network,Red de distribución,
32941,Distribution services,Servicios de distribución,31686
32942,Dividends,Dividendos,34294
32943,Division of labour,División del trabajo,
32944,Divorce,Divorcio,
32945,Djibouti,djibouti,31886
32946,Dockers,Estibadores,36752
32947,Docpal,DOCPAL,34177
32948,Documentalists,Documentalistas,34182
32950,Documentation,Documentación,
32952,Documents,Documentos,
32953,Domestic animals,Animales domésticos,37026
32954,Domestic consumption,Consumo interno,36966
32955,Domestic market,Mercado interno,34255
32956,Domestic trade,Comercio interno,36120
32957,Domestic wastes,Desperdicios domiciliarios,34144
32958,Domestic workers,Trabajadores domésticos,36120
32959,Dominica,Dominica,32251
32960,Dominican republic,República dominicana,32251
32961,Dominicans,Dominicanos,
32962,Donkeys,Asnos,33281
32963,Double taxation,Doble tributacion,
32964,Drainage,Drenaje,33986
32965,Dramatic arts,Artes dramáticas,35319
32966,Draught animals,Animales de tiro,31844
32967,Draughtsmen,Dibujantes,37130
32968,Dravidian languages,Lenguas dravídicas,36326
32969,Dredging,Dragado,33986
32970,Dried food,Alimentos desecados,35322
32971,Dried fruit,Fruta seca,32970
32973,Drilling,Perforación,
32975,Drinking water,Agua potable,36137
32976,Drivers,Conductores,36752
32977,Drought,Sequía,34992
32978,Drought resistance,Resistencia a la sequía,
32980,Drug addiction,toxicomania,35442
32981,Drug traffic,Trafico de drogas,35226
32982,Drugs of abuse,Drogas de uso indebido,31705
32983,Dry cargo,Carga seca,32150
32984,Dry season,Estación seca,36074
32985,Drying,Secado,34123
32986,Dual economy,Dualismo económico,
32987,Dual jobholding,Doble empleo,
32988,Dumping,dumping,
32990,Durable goods,Bienes durables,32588
32991,Duration,Duración,
32992,Dutch language,Lengua holandesa,33739
32995,Dyeing,Tintura,32407
32996,Dyur language,Lengua DYUR,31682
32997,Eadi,EADI,
32998,Early childhood,Primera infancia,32342
32999,Early retirement,Jubilación anticipada,
33000,Earth sciences,Ciencias de la tierra,35000
33001,Earthmoving machinery,Maquinaria para mover tierras,32143
33003,East,Este,
33004,East africa,África oriental,31680
33005,East asia,Asía oriental,37013
33006,East timor,Timor oriental,36328
33007,East-west trade,Comercio este-oeste,34270
33009,Eastern europe,Europa oriental,34080
33011,Eca,Cepa,31683
33013,Eccm,MCCO,31815
33014,Ece,CEPE,33029
33015,Eclac,CEPAL,31815
33016,Ecmt,CEMT,33318
33017,Ecodevelopment,ecodesarrollo,
33018,Ecological balance,Equilibrio ecológico,
33019,Ecological research,Investigación ecológica,35298
33020,Ecology,Ecología,
33021,Econometric analysis,Análisis econometrico,33027
33022,Econometric models,Modelos econometricos,33064
33023,Econometrics,econometria,
33024,Economic administration,Administración de la economía,35691
33025,Economic agreements,Acuerdos económicos,
33026,Economic aid,Ayuda económica,32866
33027,Economic analysis,Análisis económico,
33029,Economic and social council,Consejo económico y social,36831
33030,Economic and social development,Desarrollo económico y social,
33031,Economic aspects,Aspectos económicos,
33033,Economic behaviour,Comportamiento económico,36130
33034,Economic censuses,Censos económicos,34093
33035,Economic concentration,Concentracion económica,
33036,Economic conditions,Condiciones económicas,
33037,Economic conflicts,Conflictos económicos,36222
33039,Economic cooperation,Cooperación económica,34243
33041,Economic dependence,Dependencia económica,
33043,Economic development,Desarrollo económico,
33044,Economic discrimination,Discriminación económica,
33045,Economic disparity,Desigualdad económica,
33046,Economic doctrines,Doctrinas económicas,
33047,Economic equilibrium,Equilibrio económico,
33048,Economic equity,Equidad económica,
33049,Economic evaluation,Evaluación económica,31766
33051,Economic forecasts,Predicciones económicas,36993
33052,Economic geography,Geografía económica,33967
33053,Economic growth,Crecimiento económico,
33054,Economic history,Historia económica,
33055,Economic implications,Consecuencias económicas,
33056,Economic indicators,Indicadores económicos,33120
33057,Economic information,Información económica,36570
33058,Economic infrastructure,Infraestructura económica,
33059,Economic integration,Integración económica,
33060,Economic interdependence,Interdependencia económica,34246
33061,Economic law,Derecho económico,35703
33062,Economic legislation,Legislación económica,34115
33063,Economic loss,Perdida económica,
33064,Economic models,Modelos económicos,34720
33065,Economic performance,Desempeño económico,
33066,Economic planning,Planificación económica,36749
33067,Economic policy,Política económica,33765
33068,Economic projections,Proyecciones económicas,32834
33069,Economic recession,Recesión económica,32687
33070,Economic reconstruction,Reconstrucción de la economía,
33071,Economic recovery,Recuperación económica,
33072,Economic reform,Reforma económica,
33073,Economic relations,Relaciones económicas,
33074,Economic research,Investigación económica,35298
33075,Economic resources,Recursos económicos,
33076,Economic sanctions,Sanciones económicas,
33078,Economic stabilization,Estabilización económica,
33079,Economic stagnation,Estancamiento económico,
33080,Economic statistics,Estadísticas económicas,36390
33081,Economic structure,Estructura económica,
33082,Economic surveys,Estudios económicos,33074
33083,Economic systems,Sistemas económicos,
33084,Economic take-off,Despegue económico,33043
33085,Economic theory,Teoría económica,34905
33086,Economic thought,Pensamiento económico,
33088,Economics,Economía,36254
33089,Economics of culture,Economía de la cultura,34443
33090,Economics of education,Economía de la educación,33089
33091,Economies of scale,Economía de escala,
33092,Economists,Economistas,36055
33095,Ecosystems,Ecosistemas,
33096,Ecowas,CEDEAO,31683
33097,Ecsc,Ceca,33316
33098,Ecuador,Ecuador,31829
33099,Ecuadorians,Ecuatorianos,
33100,Edible oils,Aceites comestibles,35322
33101,Editorials,Comentarios editoriales,35578
33102,Education,Educación,
33103,Education of women,Educación de la mujer,31659
33104,Educational administration,Administración de la enseñanza,35691
33105,Educational aspects,Aspectos educativos,
33107,Educational budget,Presupuesto de la educación,33117
33108,Educational buildings,Edificios educacionales,35556
33109,Educational costs,Costo de la enseñanza,35615
33110,Educational crisis,Crisis de la educación,
33111,Educational development,Desarrollo de la educación,33030
33113,Educational equipment,Equipo educativo,35131
33115,Educational facilities,Instalaciones educativas,32496
33116,Educational films,Películas educativas,31958
33117,Educational financing,Financiamiento de la educación,34108
33118,Educational grants,Subvenciones para estudios,33117
33119,Educational guidance,Orientación pedagógica,
33120,Educational indicators,Indicadores educativos,32831
33121,Educational innovations,Innovaciones pedagógicas,34112
33122,Educational institutions,Establecimientos de enseñanza,
33123,Educational leave,Licencia por estudios,
33125,Educational needs,Necesidades de educación,32019
33126,Educational opportunities,Oportunidades de educación,33277
33127,Educational output,Rendimiento de la educación,
33128,Educational planning,Planificación de la educación,36749
33129,Educational policy,Política educativa,33765
33130,Educational projects,Proyectos de educación,
33132,Educational radio,Radio educativa,31958
33133,Educational reforms,Reformas de la educación,
33134,Educational research,Investigación educativa,35298
33135,Educational sciences,Ciencias de la educación,36254
33136,Educational selection,Selección de alumnos,
33138,Educational statistics,Estadísticas de la educación,36257
33139,Educational systems,Sistemas de enseñanza,
33140,Educational technology,Tecnología educativa,31876
33141,Educational television,Televisión educativa,31958
33142,Educational theory,Teoría de la educación,34905
33143,Eec,Comunidad económica europea,32472
33144,Efficiency,Eficacia,
33145,Efta,AELI,33318
33146,Eggs,Huevos,31846
33147,Egypt,Egipto,31886
33148,Egyptians,Egipcios,
33149,Eib,Banco europeo de inversiones,33318
33150,El salvador,El salvador,32303
33151,Elasticity,Elasticidad,33085
33152,Elections,Elecciones,
33153,Electoral systems,Sistemas electorales,
33154,Electric appliances,Aparatos eléctricos,33164
33155,Electric lamps,Lamparas eléctricas,33164
33156,Electric lighting,Alumbrado eléctrico,
33157,Electric motors,Motores eléctricos,33164
33158,Electric power,Energía eléctrica,33227
33159,Electric power plants,Centrales eléctricas,36628
33160,Electric vehicles,Vehículos eléctricos,34936
33161,Electrical engineering,Ingeniería eléctrica,34674
33162,Electrical equipment,Equipo eléctrico,35437
33163,Electrical industry,Industria eléctrica,34136
33164,Electrical machinery,Maquinaria eléctrica,32143
33165,Electrical machinery industry,Industria electromecánica,33163
33166,Electricians,Electricistas,34145
33167,Electricity,Electricidad,35383
33168,Electrification,electrificacion,
33169,Electrochemistry,electroquimica,36964
33171,Electronic data processing,Procesamiento electrónico de datos,32773
33172,Electronic engineering,Tecnología electrónica,34674
33173,Electronic equipment,Equipo electrónico,35437
33175,Electronic tubes,Válvulas electrónicas,33173
33176,Electronics,Electrónica,35103
33177,Electronics industry,Industria electrónica,34136
33180,Elephants,Elefantes,37026
33181,Elite,Elite,36259
33182,Embargo,Embargo,36688
33183,Embryo,Embrión,
33184,Embryology,embriologia,34817
33185,Emergency relief,Socorro de emergencia,36256
33186,Emigrants,Emigrantes,34037
33187,Emigration,Emigración,34257
33188,Emigration law,Legislación sobre la emigración,34039
33189,Emission control,Control de emisión de gases,35480
33190,Employee associations,Asociaciones de empleados,
33191,Employee attitudes,Actitudes de los empleados,34633
33193,Employees,Empleados,31980
33195,Employers,Empleadores,
33196,Employers' organizations,Organizaciones patronales,34228
33197,Employment,Empleo,
33198,Employment creation,Creación de empleos,
33199,Employment growth,Crecimiento del empleo,
33200,Employment injuries benefits,Subsidios por accidentes de trabajo,36255
33201,Employment opportunities,Oportunidades de empleo,33277
33203,Employment policy,Política de empleo,34423
33204,Employment security,Seguridad en el empleo,
33205,Employment services,Servicios de empleo,
33206,Employment stability,Estabilidad laboral,
33207,Employment statistics,Estadísticas de empleo,34430
33209,Encyclopaedias,Enciclopedias,35578
33210,End-use efficiency,Eficiencia en uso final,33144
33211,Endangered species,Especies en peligro de extinción,
33212,Endemic diseases,Enfermedades endémicas,36765
33213,Endocrine system,Sistema endocrino,
33214,Energy,Energía,
33215,Energy balance,Balance energético,33230
33216,Energy conservation,Conservación de la energía,33224
33217,Energy consumption,Consumo de energía,36966
33218,Energy crisis,Crisis de energía,
33219,Energy crops,Cultivos energéticos,36893
33220,Energy demand,Demanda de energía,32585
33222,Energy economics,Economía de la energía,33089
33223,Energy mix,Composición energética,
33224,Energy policy,Política energética,33216
33225,Energy prices,Precios de la energía,34122
33227,Energy resources,Recursos energéticos,33216
33229,Energy sources,Fuentes de energía,33216
33230,Energy statistics,Estadísticas de energía,33080
33231,Energy substitution,Sustitución de la energía,
33232,Energy supply,Abastecimiento de energía,34911
33233,Energy technology,Tecnología de la energía,31876
33234,Energy utilization,Utilización de la energía,35888
33235,Engine fuels,Combustibles para motores,35098
33236,Engineering,Ingeniería,
33237,Engineering design,Diseño técnico,35646
33238,Engineering geology,Geología aplicada,33994
33239,Engineering properties,Propiedades técnicas,
33240,Engineers,Ingenieros,35633
33241,Engines,Motores,32143
33242,English language,Lengua inglesa,33739
33243,English-speaking africa,África anglofona,32300
33244,Enterprises,Empresas,
33246,Entomology,Entomología,37129
33247,Entrepreneurs,Empresarios,35149
33248,Entrepreneurship,Espíritu de empresa,35617
33249,Enumeration,Empadronamiento,
33250,Environment,Medio ambiente,
33251,Environmental assessment,Evaluación del medio ambiente,33049
33255,Environmental degradation,Deterioro ambiental,
33256,Environmental economics,Economía ambiental,33089
33257,Environmental education,Educación ambiental,32017
33258,Environmental effects,Efectos en el medio ambiente,
33259,Environmental engineering,Ingeniería ambiental,34674
33262,Environmental legislation,Legislación ambiental,34115
33263,Environmental management,Gestión ambiental,36969
33265,Environmental planning,Planificación ambiental,36749
33266,Environmental policy,Política ambiental,33765
33268,Environmental protection,Protección ambiental,35002
33269,Environmental quality,Calidad ambiental,
33270,Environmental statistics,Estadísticas ambientales,36390
33271,Environmental surveys,Estudios sobre el medio ambiente,34611
33273,Enzymes,Enzimas,34193
33275,Epidemics,Epidemias,34992
33276,Epidemiology,Epidemiología,34752
33277,Equal opportunity,Igualdad de oportunidades,
33278,Equal pay,Igualdad de remuneración,
33279,Equatorial guinea,Guinea ecuatorial,32300
33280,Equatorial zone,Zona ecuatorial,32404
33281,Equidae,equidos,37026
33283,Equipment,Equipo,
33284,Equipment costs,Costos del equipo,35615
33285,Equipment management,Administración del material,36969
33286,Equivalence between diplomas,Equivalencia de estudios,
33287,Ergonomics,Ergonomía,
33288,Erosion,Erosión,
33289,Erosion control,Lucha contra la erosión,33259
33290,Escap,CESPAP,31935
33291,Escwa,CESPAO,31935
33292,Eskimo languages,Lenguas esquimales,33311
33293,Essential oils,Aceites esenciales,35188
33295,Estonian language,Lengua estonia,36852
33296,Estuaries,Estuarios,34557
33297,Ethanol,Etanol,31792
33298,Ethics,Ética,
33299,Ethiopia,Etiopía,33004
33300,Ethiopians,Etíopes,
33301,Ethiopic language,Lengua etíope,36109
33302,Ethnic factors,Factores étnicos,
33303,Ethnic groups,Grupos étnicos,36230
33304,Ethnic minorities,Minorías étnicas,34874
33305,Ethnicity,etnicidad,
33306,Ethnography,etnografia,33308
33307,Ethnologists,etnologos,31859
33308,Ethnology,etnologia,36214
33309,Eucalyptus,Eucaliptus,33631
33310,Eudised,eudised,34177
33311,Eurasian and north-asian languages,Lenguas euroasia y asía del norte,32284
33312,Euratom,euratom,33316
33313,Eurodollars,eurodolares,
33314,Euronet,euronet,34167
33315,Europe,Europa,
33316,European communities,Comunidades europeas,33318
33317,European monetary system,Sistema monetario europeo,34904
33318,European organizations,Organizaciones europeas,35817
33319,European parliament,Parlamento europeo,33316
33320,European space agency,Agencia espacial europea,33318
33321,Europeans,Europeos,
33322,Euthanasia,Eutanasia,
33323,Eutrophication,eutroficacion,36971
33324,Evaluation,Evaluación,
33325,Evaluation techniques,Técnicas de evaluación,35861
33326,Evaporation,Evaporación,
33327,Ewe language,Lengua EWE,31682
33328,Ewes,Ovejas,32755
33329,Examinations,Exámenes,
33332,Exchange rate,Tipo de cambio,
33333,Exclusive economic zones,Zonas económicas exclusivas,
33334,Executive power,Poder ejecutivo,35466
33336,Exhibitions,Exposiciones,
33338,Expectations,Anticipaciones,
33339,Expenditure,Gastos,
33340,Experimental classes,Clases experimentales,32393
33341,Experimental farms,Estaciones agrícolas experimentales,35595
33342,Experimental schools,Escuelas experimentales,35117
33343,Experimental teaching,Enseñanza experimental,35311
33344,Experimentation,Experimentación,34807
33345,Experiments,Experimentos,35861
33346,Expert reports,Informes de expertos,35644
33347,Expert systems,Sistemas expertos,
33348,Experts,Expertos,32873
33349,Exploitability,explotabilidad,35883
33351,Explosions,Explosiones,
33352,Explosives,Explosivos,32765
33353,Export credit,Crédito a las exportaciones,32457
33354,Export diversification,Diversificación de exportaciones,33360
33355,Export earnings,Ingresos por exportaciones,
33356,Export financing,Financiamiento a las exportaciones,34108
33357,Export insurance,Seguro de exportación,34532
33358,Export of capital,Exportación de capitales,32224
33359,Export planning,Planificación de la exportación,33066
33360,Export policy,Política de exportación,33615
33361,Export prices,Precios de exportaciones,34122
33362,Export promotion,Promoción de las exportaciones,33360
33363,Export restrictions,Restricciones a la exportación,33360
33364,Export subsidies,Subsidios a las exportaciones,33356
33365,Export value,Valor de las exportaciones,
33366,Export volume,Volumen de las exportaciones,36706
33367,Export-oriented industries,Industrias de exportación,32296
33368,Exports,Exportaciones,31996
33369,Expropriation,Expropiación,
33370,Extension services,Servicios de extensión,34173
33371,Extensive farming,Explotación agrícola extensiva,33417
33372,Extensive growth,Crecimiento extensivo,33053
33373,External debt,Deuda externa,35695
33374,External financing,Financiamiento exterior,33462
33375,Externalities,externalidades,
33376,Extradition,extradicion,32683
33377,Extrapolation,extrapolacion,33596
33378,Eye diseases,Enfermedades de los ojos,36765
33381,Factory automation,Automatización de fabricas,35162
33382,Factory boats,Buques factoría,33530
33383,Factory layout,Planos de fabrica,
33385,Factory organization,Organización fabril,34117
33387,Faeroe islands,Islas FEROE,36018
33388,Falkland islands,Islas Malvinas,36325
33389,Family,Familia,35829
33390,Family allowances,Subsidios familiares,33400
33391,Family budget,Presupuesto familiar,
33392,Family disintegration,Desintegración de la familia,36246
33393,Family environment,Medio familiar,36227
33394,Family farms,Granjas familiares,35595
33396,Family law,Derecho de familia,32378
33397,Family planning,Planificación familiar,
33398,Family planning agencies,Agencias de planificación familiar,
33399,Family planning programmes,Programas de planificación familiar,35513
33400,Family policy,Política familiar,36245
33401,Family size,Tamaño de la familia,
33402,Famine,Hambruna,
33403,Fao,Organización de las naciones unidas para la agricultura y la,36359
33406,Farm buildings,Construcciones agrícolas,35556
33409,Farm management,Administración de empresa agrícola,31727
33410,Farm size,Tamaño de la granja,
33411,Farm tenancy,Arrendamiento de fincas,34453
33414,Farmers,Agricultores,31750
33415,Farmers' associations,Asociaciones de agricultores,36555
33416,Farming,Explotación agrícola,
33417,Farming systems,Sistemas agrícolas,
33419,Farms,Granjas,31715
33420,Fathers,Padres,32948
33421,Fatigue,Fatiga,
33422,Fats,Grasas,35188
33423,Fauna,Fauna,
33424,Fava beans,Habas,34954
33425,Feasibility studies,Estudios de viabilidad,
33428,Feed,Alimentos para animales,
33429,Feed production,Producción de alimentos para animales,
33430,Feeding,Alimentación,
33431,Fees,Derechos de inscripción,33109
33433,Females,Hembras,36127
33434,Fermentation,Fermentación,33591
33435,Fertility,Fecundidad,35849
33436,Fertility decline,Baja de la fecundidad,
33437,Fertility increase,Aumento de la fecundidad,
33438,Fertility rate,Tasa de fecundidad,
33439,Fertilization,Fecundación,
33440,Fertilizer industry,Industria de abonos y fertilizantes,35342
33442,Fertilizers,Abonos y fertilizantes,
33443,Fertilizing,Fertilización,
33444,Fetishism,Fetichismo,
33445,Feudalism,Feudalismo,33083
33446,Fibre optics,Fibra óptica,35213
33447,Fibres,Fibras,
33448,Fid,Federación internacional de documentación,35066
33449,Field activity,Actividades sobre el terreno,
33450,Field crops,Cultivos de campo,36893
33451,Field research,Investigación de campo,35298
33454,Fiji,FIJI,35151
33455,Fijian language,Lengua FIJIA,34621
33456,Filariasis,filariasis,35271
33457,Filing,Archivo,32950
33458,Filipinos,Filipinos,
33459,Film industry,Industria cinematográfica,32480
33460,Films,Películas,31960
33461,Financial administration,Administración financiera,33024
33462,Financial aid,Ayuda financiera,33026
33463,Financial analysis,Análisis financiero,33027
33464,Financial aspects,Aspectos financieros,
33466,Financial incentives,Incentivos financieros,36533
33467,Financial institutions,Instituciones financieras,
33468,Financial loss,Perdida financiera,33063
33469,Financial management,Gestión financiera,36969
33470,Financial market,Mercado financiero,34255
33471,Financial needs,Necesidades financieras,33220
33472,Financial planning,Planificación financiera,33066
33473,Financial policy,Política financiera,33067
33474,Financial resources,Recursos financieros,33075
33475,Financial statements,Estados financieros,
33476,Financial statistics,Estadísticas financieras,33080
33477,Financial terms,Condiciones financieras,
33478,Financing,Financiamiento,
33479,Financing programmes,Programas de financiamiento,
33480,Fine arts,Bellas artes,36918
33481,Finished products,Productos terminados,
33482,Finland,Finlandia,36018
33483,Finnish language,Lengua finlandesa,36852
33484,Finns,Finlandeses,
33485,Fire control,Lucha contra incendios,33259
33486,Fire insurance,Seguro contra incendios,34532
33488,Fires,Incendios,34992
33489,First development decade,Primer decenio para el desarrollo,34244
33490,Fiscal administration,Administración fiscal,33461
33491,Fiscal law,Derecho fiscal,33061
33492,Fiscal policy,Política fiscal,33473
33493,Fish,Peces,37026
33494,Fish breeding,Mejoramiento genético de peces,31834
33495,Fish culture,Piscicultura,31880
33496,Fish meal,Harina de pescado,33516
33497,Fish oils,Aceites de pescado,31843
33498,Fish preservation,Conservación del pescado,33574
33500,Fish production,Producción pesquera,31845
33501,Fish protein concentrate,Concentrado de proteínas de pescado,32545
33502,Fish utilization,Utilización del pescado,
33503,Fishermen,Pescadores,31750
33504,Fishery,Pesca,31751
33505,Fishery conservation,Control de la pesca,31847
33506,Fishery cooperatives,Cooperativas pesqueras,31707
33507,Fishery development,Desarrollo pesquero,31710
33508,Fishery economics,Economía pesquera,31711
33509,Fishery engineering,Tecnología pesquera,31714
33510,Fishery exploitation,Explotación de pesquerías,
33511,Fishery industry,Industria pesquera,31759
33512,Fishery management,Gestión de pesquerías,31727
33513,Fishery planning,Planificación pesquera,31730
33514,Fishery policy,Política de pesquerías,31731
33515,Fishery product processing,Procesamiento de productos de pesca,33511
33516,Fishery products,Productos pesqueros,31846
33517,Fishery research,Investigación pesquera,31739
33518,Fishery resources,Recursos pesqueros,31849
33519,Fishery statistics,Estadísticas pesqueras,31743
33520,Fishing,Operaciones pesqueras,
33522,Fishing equipment,Equipo de pesca,31716
33525,Fishing grounds,Zonas de pesca,31701
33527,Fishing ports,Puertos pesqueros,35644
33528,Fishing rights,Derechos de pesca,34478
33530,Fishing vessels,Buques pesqueros,36037
33531,Fixed assets,Activos fijos,31940
33532,Fixed costs,Costos fijos,35615
33533,Flags of convenience,Banderas de complacencia,34683
33534,Flax,Lino,34098
33535,Flemish language,Lengua flamenca,33739
33537,Flexible hours of work,Horario variable de trabajo,
33538,Flexible manufacturing systems,Sistemas flexibles de producción,35628
33539,Flood control,Lucha contra las inundaciones,33259
33540,Floods,Inundaciones,34992
33541,Floor plans,Planos de plantas,31960
33542,Flora,Flora,
33543,Floriculture,Floricultura,33923
33544,Flour,Harina,33771
33545,Flow charts,Diagramas de flujo,
33546,Flowers,Flores,34757
33547,Fluorine,Flúor,35068
33548,Fodder,Forraje,31838
33549,Foetus,Feto,
33550,Folk art,Arte popular,32016
33551,Folk culture,Cultura popular,31614
33552,Folklore,folklore,36214
33553,Food,Alimentos,
33554,Food additives,Aditivos alimentarios,
33555,Food aid,Ayuda alimentaria,32866
33556,Food analysis,Análisis de los alimentos,
33557,Food chemistry,Química de los alimentos,36964
33558,Food composition,Composición de los alimentos,
33559,Food consumption,Consumo de alimentos,36966
33560,Food contamination,Contaminación de los alimentos,
33561,Food crops,Cultivos alimenticios,36893
33563,Food economics,Economía alimentaria,33089
33565,Food enrichment,Enriquecimiento de alimentos,
33567,Food hygiene,Higiene alimentaria,
33568,Food industry,Industria alimentaria,31759
33569,Food inspection,Inspección de los alimentos,
33570,Food irradiation,Irradiación de alimentos,34310
33571,Food planning,Planificación alimentaria,36749
33572,Food policy,Política alimentaria,33765
33573,Food preparation,Preparación de alimentos,33910
33574,Food preservation,Conservación de alimentos,33591
33575,Food processing,Procesamiento de alimentos,31752
33576,Food production,Producción alimentaria,34872
33578,Food requirements,Necesidades alimentarias,32019
33579,Food reserves,Reservas alimentarias,
33580,Food resources,Recursos alimentarios,36136
33581,Food science,Ciencias de la alimentación,
33582,Food security,Seguridad alimentaria,
33583,Food services,Servicios de alimentación,36120
33584,Food shortage,Escasez de alimentos,
33585,Food spoilage,Deterioro de los alimentos,
33586,Food standards,Normas alimentarias,35737
33587,Food statistics,Estadísticas alimentarias,36390
33588,Food sterilization,Esterilización de alimentos,33591
33589,Food storage,Almacenamiento de alimentos,36978
33590,Food supply,Suministro de alimentos,34911
33591,Food technology,Tecnología alimentaria,
33593,Forage crops,Cultivos forrajeros,36893
33594,Forced labour,Trabajo forzado,35313
33595,Forced migration,Migración forzada,34279
33596,Forecasting techniques,Técnicas de predicción,35861
33597,Forecasts,Predicciones,
33598,Foreign aid,Ayuda al exterior,34243
33599,Foreign banks,Bancos extranjeros,34089
33600,Foreign capital,Capitales extranjeros,34092
33601,Foreign enterprises,Empresas extranjeras,
33602,Foreign exchange,Divisas,
33603,Foreign exchange control,Control de cambios,
33604,Foreign exchange markets,Mercados de divisas,34250
33605,Foreign exchange reserves,Reservas de divisas,
33606,Foreign intervention,Intervención extranjera,
33607,Foreign investment,Inversiones extranjeras,34251
33608,Foreign languages,Lenguas extranjeras,34881
33609,Foreign ownership,Propiedad extranjera,35597
33610,Foreign policy,Política exterior,33765
33611,Foreign relations,Relaciones exteriores,34266
33612,Foreign service,Servicio diplomático,32306
33613,Foreign students,Estudiantes extranjeros,32445
33614,Foreign trade,Comercio exterior,34270
33615,Foreign trade policy,Política del comercio exterior,
33616,Foreign workers,Trabajadores extranjeros,33617
33617,Foreigners,Extranjeros,
33619,Forest areas,Zonas forestales,31701
33620,Forest conservation,Protección forestal,35424
33621,Forest engineering,Ingeniería forestal,31714
33622,Forest fires,Incendios forestales,33488
33623,Forest management,Manejo forestal,31727
33624,Forest nurseries,Viveros forestales,
33625,Forest policy,Política forestal,31731
33626,Forest product processing,Procesamiento de productos forestales,31752
33627,Forest production,Producción forestal,31735
33628,Forest products,Productos forestales,35423
33630,Forest resources,Recursos forestales,35425
33631,Forest trees,Arboles forestales,36758
33632,Forest utilization,Utilización de los bosques,35888
33633,Forestry,Ciencias forestales,
33634,Forestry development,Desarrollo forestal,31710
33635,Forestry economics,Economía forestal,31711
33636,Forestry equipment,Equipo forestal,31716
33637,Forestry industry,Industria forestal,31759
33638,Forestry planning,Planificación forestal,31730
33639,Forestry research,Investigación forestal,31739
33640,Forestry statistics,Estadísticas forestales,31743
33641,Forestry workers,Trabajadores forestales,31750
33642,Forests,Bosques,
33643,Forging,Forja,34600
33644,Formosan language,Lengua formosana,34621
33645,Fossil fuels,Combustibles fósiles,35098
33646,Foundries,Fundiciones,34802
33647,France,Francia,34760
33648,Free education,Enseñanza gratuita,33139
33649,Free ports,Puertos libres,33651
33650,Free trade,Libre comercio,33615
33651,Free trade areas,Zonas de libre comercio,
33652,Freedom,Libertad,
33653,Freedom of association,Libertad de asociación,
33654,Freedom of information,Libertad de información,32380
33655,Freedom of opinion,Libertad de opinión,32380
33656,Freedom of speech,Libertad de palabra,32380
33657,Freezing,Congelación,34123
33658,Freight,Flete,
33659,Freight forwarding,Expedición de carga,
33660,Freight market,Mercado de flete,34255
33661,French guiana,Guayana francesa,36325
33662,French language,Lengua francesa,35929
33663,French polynesia,Polinesia francesa,35151
33664,French-speaking africa,África francofona,33243
33665,Frenchmen,Franceses,
33666,Freshwater,Agua dulce,36137
33667,Freshwater fish,Peces de agua dulce,35992
33668,Frigid zone,Zona glacial,32404
33669,Fringe benefits,Beneficios marginales,
33670,Frontier migration,Migración fronteriza,34257
33672,Frozen food,Alimentos congelados,35322
33673,Fruit crops,Fruticultura,33561
33674,Fruit juices,Jugos de fruta,35059
33675,Fruit trees,Arboles frutales,36758
33676,Fruits,Frutas,35322
33677,Fuel cycle,Ciclo del combustible,
33678,Fuels,Combustibles,35838
33679,Fuelwood,Lena,36309
33680,Full employment,Pleno empleo,
33681,Full time,Tiempo completo,32991
33682,Functional literacy,Alfabetización funcional,34552
33684,Fundamentalism,Integrismo,36887
33685,Fundraising,Suscripciones,33479
33686,Fungal diseases,Micosis,34153
33687,Fungi,Hongos,34757
33688,Fungicides,Fungicidas,35338
33689,Fur,Pieles,33890
33690,Fur industry,Industria peletera,32407
33691,Furniture,Muebles,32990
33692,Furniture industry,Industria del mueble,37056
33693,Further training,Perfeccionamiento profesional,35569
33694,Future,Futuro,
33695,Gabon,Gabón,32300
33696,Gabonese,Gaboneses,
